status,stop_id,city,direction,name,cross,routes,owl_routes,street,position,x,y,latitude,longitude
In Service,11707,CHICAGO,SB,Narragansett & McLean,McLEAN,86,,NARRAGANSETT,NS,345456.59204875206,582999.6036975672,41.916735,-87.785378
In Service,11708,CHICAGO,SB,Narragansett & Cortland,CORTLAND,86,,NARRAGANSETT,NS,345469.42290872865,582770.3179543188,41.91467,-87.785241
In Service,11709,CHICAGO,SB,Narragansett & Bloomingdale,BLOOMINGDALE,86,,NARRAGANSETT,NS,345475.4435420938,582568.2018860406,41.91285,-87.785184
In Service,11710,CHICAGO,SB,Narragansett & Wabansia,WABANSIA,86,,NARRAGANSETT,NS,345481.3807237412,582366.1964232738,41.911031,-87.785128
In Service,11711,OAK PARK,SB,Ridgeland & Le Moyne,LE MOYNE,86,,RIDGELAND,NS,345631.36514942924,581968.4014085938,41.907441,-87.783351
In Service,11712,OAK PARK,SB,Ridgeland & Greenfield,GREENFIELD,86,,RIDGELAND,NS,345622.3678340173,581792.847090879,41.905861,-87.783473
In Service,11713,OAK PARK,SB,Ridgeland & Berkshire,BERKSHIRE,86,,RIDGELAND,NS,345561.21817739675,581572.0850196352,41.903877,-87.784227
In Service,11714,OAK PARK,SB,Ridgeland & Division,DIVISION,86,,RIDGELAND,NS,345509.2458420687,581355.9362940019,41.901934,-87.78487
In Service,11715,OAK PARK,SB,Ridgeland & Thomas,THOMAS,86,,RIDGELAND,NS,345489.8957558455,581137.663904964,41.89997,-87.78512
In Service,11716,OAK PARK,SB,Ridgeland & Augusta,AUGUSTA,86,,RIDGELAND,NS,345498.796100709,580952.56101789,41.898303,-87.785027
In Service,11717,OAK PARK,SB,Ridgeland & Iowa,IOWA,86,,RIDGELAND,NS,345498.0942590335,580750.7357811731,41.896486,-87.785051
In Service,11718,OAK PARK,SB,Ridgeland & Chicago,CHICAGO,86,,RIDGELAND,NS,345504.18359060545,580551.0644059276,41.894688,-87.784993
In Service,11719,OAK PARK,SB,Ridgeland & Superior,SUPERIOR,86,,RIDGELAND,NS,345509.3225222131,580383.2651225511,41.893177,-87.784944
In Service,11720,OAK PARK,SB,Ridgeland & Erie,ERIE,86,,RIDGELAND,NS,345516.0333702152,580229.2490459767,41.89179,-87.784875
In Service,11721,OAK PARK,SB,Ridgeland & Ontario,ONTARIO,86,,RIDGELAND,NS,345522.69189797423,580083.4521122959,41.890477,-87.784806
In Service,11722,OAK PARK,EB,Lake Street & Ridgeland,RIDGELAND,"N20,86",N20,LAKE STREET,FS,345551.7264187494,579826.0584115672,41.888158,-87.784476
In Service,11723,OAK PARK,EB,Lake Street & Cuyler (Green Line),CUYLER,"N20,86",N20,LAKE STREET,FT,345675.91896515427,579821.6333939094,41.888111,-87.78298
In Service,11724,OAK PARK,EB,Lake Street & Lombard,LOMBARD,"N20,86",N20,LAKE STREET,NS,345933.84178549773,579813.9620933421,41.888027,-87.779873
In Service,11725,OAK PARK,WB,South Blvd & Ridgeland,RIDGELAND,86,,SOUTH BLVD,NS,345559.07289683213,579715.5873373565,41.887163,-87.784396
In Service,11726,OAK PARK,NB,Ridgeland & Lake,LAKE,86,,RIDGELAND,NS,345549.8537855973,579820.3816886836,41.888107,-87.784499
In Service,11727,OAK PARK,NB,Ridgeland & Ontario,ONTARIO,86,,RIDGELAND,NS,345540.76499042206,580060.5754578767,41.89027,-87.78459
In Service,11728,OAK PARK,NB,Ridgeland & Erie,ERIE,86,,RIDGELAND,NS,345530.4558589998,580219.1224855292,41.891698,-87.784702
In Service,11729,OAK PARK,NB,Ridgeland & Superior,SUPERIOR,86,,RIDGELAND,NS,345529.54459684825,580374.6195874967,41.893098,-87.784701
In Service,11730,OAK PARK,NB,Ridgeland & Chicago,CHICAGO,86,,RIDGELAND,NS,345522.5335397358,580523.6354595282,41.89444,-87.784774
In Service,11731,OAK PARK,NB,Ridgeland & Iowa,IOWA,86,,RIDGELAND,NS,345518.89058678225,580729.986873806,41.896298,-87.784802
In Service,11732,OAK PARK,NB,Ridgeland & Augusta,AUGUSTA,86,,RIDGELAND,NS,345517.6953593849,580929.9117332944,41.898098,-87.784801
In Service,11733,OAK PARK,NB,Ridgeland & Thomas,THOMAS,86,,RIDGELAND,NS,345502.87885980605,581118.753284125,41.899799,-87.784965
In Service,11734,OAK PARK,NB,Ridgeland & Division,DIVISION,86,,RIDGELAND,NS,345526.21147981077,581337.0511764486,41.901763,-87.784667
In Service,11735,OAK PARK,NB,Ridgeland & Berkshire,BERKSHIRE,86,,RIDGELAND,NS,345575.4913058835,581558.9586194411,41.903758,-87.784056
In Service,11736,OAK PARK,NB,Ridgeland & Greenfield,GREENFIELD,86,,RIDGELAND,NS,345631.1100518452,581775.2423991521,41.905702,-87.783369
In Service,11737,OAK PARK,NB,Ridgeland & Le Moyne,LE MOYNE,86,,RIDGELAND,NS,345643.45373443916,581946.4863066721,41.907243,-87.783207
In Service,11738,CHICAGO,NB,Narragansett & North Avenue,NORTH AVENUE,86,,NARRAGANSETT,FS,345498.68066877895,582203.8059522,41.909568,-87.784932
In Service,11739,CHICAGO,NB,Narragansett & Wabansia,WABANSIA,86,,NARRAGANSETT,NS,345493.61069012573,582347.9474107347,41.910866,-87.784982
In Service,11740,CHICAGO,NB,Narragansett & Bloomingdale,BLOOMINGDALE,86,,NARRAGANSETT,NS,345487.5901944804,582549.9523300326,41.912685,-87.785039
In Service,11741,CHICAGO,NB,Narragansett & Cortland,CORTLAND,86,,NARRAGANSETT,NS,345485.84265427693,582758.4269178127,41.914562,-87.785044
In Service,11742,CHICAGO,NB,Narragansett & Cortland,RR CROSSING n.of CORTLAND,86,,NARRAGANSETT,NS,345486.9945877718,582941.5952431314,41.916211,-87.785016
In Service,11744,CHICAGO,NB,Narragansett & Dickens,DICKENS,86,,NARRAGANSETT,NS,345473.5664496127,583160.4362456442,41.918182,-87.785161
In Service,11745,CHICAGO,NB,Narragansett & Palmer,PALMER,86,,NARRAGANSETT,NS,345470.4706664912,583359.2389706838,41.919972,-87.785183
In Service,11748,CHICAGO,NB,Narragansett & Wrightwood,WRIGHTWOOD,86,,NARRAGANSETT,NS,345439.88719250663,584172.9946409814,41.9273,-87.785489
In Service,11749,CHICAGO,NB,Narragansett & Schubert,SCHUBERT,86,,NARRAGANSETT,NS,345433.5631795394,584370.8884616018,41.929082,-87.78555
In Service,11751,CHICAGO,NB,Narragansett & George,GEORGE,86,,NARRAGANSETT,NS,345420.8477556343,584777.3389918217,41.932742,-87.785672
In Service,11752,CHICAGO,NB,Narragansett & Wellington,WELLINGTON,86,,NARRAGANSETT,NS,345414.6591132596,584980.1211385704,41.934568,-87.785731
In Service,11753,CHICAGO,NB,Narragansett & Barry,BARRY,86,,NARRAGANSETT,NS,345408.3842252266,585183.458171841,41.936399,-87.785791
In Service,11754,CHICAGO,NB,Narragansett & Belmont,BELMONT,86,,NARRAGANSETT,NS,345402.2130750018,585383.5747763579,41.938201,-87.78585
In Service,11755,CHICAGO,NB,Narragansett & School,SCHOOL,86,,NARRAGANSETT,NS,345384.3047920037,585590.614191162,41.940066,-87.78605
In Service,11756,CHICAGO,NB,Narragansett & Roscoe,ROSCOE,86,,NARRAGANSETT,NS,345376.4475850025,585795.1631461262,41.941908,-87.786129
In Service,11757,CHICAGO,NB,Narragansett & Cornelia,CORNELIA,86,,NARRAGANSETT,NS,345368.6821373426,585998.3798615229,41.943738,-87.786207
In Service,11758,CHICAGO,NB,Narragansett & Addison,ADDISON,86,,NARRAGANSETT,NS,345365.8851037695,586202.7391008483,41.945578,-87.786225
In Service,11759,CHICAGO,NB,Narragansett & Waveland,WAVELAND,86,,NARRAGANSETT,NS,345363.18166051793,586405.432884219,41.947403,-87.786242
In Service,11760,CHICAGO,NB,Narragansett & Grace,GRACE,86,,NARRAGANSETT,NS,345355.5168245061,586605.9846478323,41.949209,-87.786319
In Service,11761,CHICAGO,NB,Narragansett & Berenice,BERENICE,86,,NARRAGANSETT,NS,345351.7259815744,586706.2608196839,41.950112,-87.786357
In Service,11762,CHICAGO,NB,Narragansett & Irving Park,IRVING PARK,86,,NARRAGANSETT,NS,345341.10365462635,587006.5388476442,41.952816,-87.786462
In Service,11763,CHICAGO,NB,Narragansett & Belle Plaine,BELLE PLAINE,86,,NARRAGANSETT,NT,345332.4079784019,587251.8473344456,41.955025,-87.786548
In Service,11764,HARWOOD HEIGHTS,SB,Harlem & Carmen,CARMEN,90,,HARLEM,NS,343608.5152534488,589320.2612593005,41.973744,-87.807187
In Service,11765,HARWOOD HEIGHTS,SB,Harlem & Argyle,ARGYLE (south leg),90,,HARLEM,NT,343606.16459757043,589014.6804263248,41.970993,-87.807238
In Service,11766,HARWOOD HEIGHTS,SB,Harlem & Ainslie,AINSLIE,90,,HARLEM,NS,343610.864388988,588802.7789171203,41.969085,-87.807197
In Service,11767,HARWOOD HEIGHTS,SB,Harlem & Leland,LELAND,90,,HARLEM,NS,343607.1338287568,588411.329245344,41.965561,-87.807271
In Service,11768,HARWOOD HEIGHTS,SB,Harlem & Wilson,WILSON,90,,HARLEM,NS,343605.52432325535,588187.3931526135,41.963545,-87.807307
In Service,11769,NORRIDGE,SB,Harlem & Agatite,AGATITE,90,,HARLEM,NS,343607.5980871831,587998.1349810133,41.961841,-87.807296
In Service,11770,NORRIDGE,SB,Harlem & Montrose,MONTROSE,90,,HARLEM,FS,343607.8049697753,587788.8720090298,41.959957,-87.807309
In Service,11771,NORRIDGE,SB,Harlem & Cullom,CULLOM,90,,HARLEM,NS,343610.39753206813,587582.6227589104,41.9581,-87.807293
In Service,11772,NORRIDGE,SB,4242 N Harlem,4242 NORTH,90,,HARLEM,MB,343612.01515164715,587467.6707113672,41.957065,-87.807282
In Service,11773,NORRIDGE,SB,4100 N. Harlem,4100 N. Shopping Cntr Dwy,90,,HARLEM,NS,343607.6761258029,587229.0563897914,41.954917,-87.807352
In Service,11774,NORRIDGE,SB,Harlem & Forest Preserve Avenue,FOREST PRESERVE AVENUE,90,,HARLEM,NS,343603.4570833456,587132.9512167866,41.954052,-87.80741
In Service,11775,NORRIDGE,SB,Harlem & Irving Park,IRVING PARK,90,,HARLEM,NS,343606.65553914045,587003.5692943205,41.952887,-87.807381
In Service,11776,CHICAGO,SB,Harlem & Byron,BYRON,90,,HARLEM,NS,343617.693912966,586772.1582793707,41.950803,-87.807265
In Service,11777,CHICAGO,SB,Harlem & Grace,GRACE,90,,HARLEM,NS,343624.32621019636,586569.7106763856,41.94898,-87.8072
In Service,11778,CHICAGO,SB,Harlem & Waveland,WAVELAND,90,,HARLEM,NS,343630.94990586146,586368.7070508597,41.94717,-87.807135
In Service,11779,CHICAGO,SB,Harlem & Addison,ADDISON,90,,HARLEM,NS,343634.7191277498,586173.46182087,41.945412,-87.807104
In Service,11780,CHICAGO,SB,Harlem & Cornelia,CORNELIA,90,,HARLEM,NS,343644.13016218116,585964.2559525279,41.943528,-87.807006
In Service,11781,CHICAGO,SB,Harlem & Roscoe,ROSCOE,90,,HARLEM,NS,343650.95459207275,585757.7000520509,41.941668,-87.806939
In Service,11782,CHICAGO,SB,Harlem & School,SCHOOL,90,,HARLEM,NS,343657.389611118,585560.5831220347,41.939893,-87.806876
In Service,11783,CHICAGO,SB,Harlem & Belmont,BELMONT,90,,HARLEM,NS,343661.13771636755,585368.8923788646,41.938167,-87.806845
In Service,11784,CHICAGO,SB,Harlem & Barry,BARRY,90,,HARLEM,NS,343669.77478356333,585177.898164567,41.936447,-87.806755
In Service,11785,CHICAGO,SB,Harlem & Wellington,WELLINGTON,90,,HARLEM,NS,343677.27464464627,584969.569491721,41.934571,-87.80668
In Service,11786,ELMWOOD PARK,SB,Harlem & George,GEORGE,90,,HARLEM,NS,343683.23178543895,584755.8998646192,41.932647,-87.806624
In Service,11787,ELMWOOD PARK,SB,Harlem & Diversey,DIVERSEY,90,,HARLEM,NS,343686.9410014056,584570.6514097727,41.930979,-87.806593
In Service,11788,ELMWOOD PARK,SB,Harlem & Schubert,SCHUBERT,90,,HARLEM,NS,343696.3202657511,584353.5596545348,41.929024,-87.806496
In Service,11789,ELMWOOD PARK,SB,Harlem & Wrightwood,WRIGHTWOOD,90,,HARLEM,NS,343702.94544525514,584152.7789028109,41.927216,-87.806431
In Service,11790,ELMWOOD PARK,SB,Harlem & Altgeld,ALTGELD (north leg),90,,HARLEM,NS,343703.2518127631,584048.9267908409,41.926281,-87.806435
In Service,11796,CHICAGO,NB,Harlem & Altgeld,ALTGELD (south leg),90,,HARLEM,NS,343723.1170144684,583920.8697496133,41.925127,-87.806205
In Service,11797,CHICAGO,NB,Harlem & Wrightwood,WRIGHTWOOD,90,,HARLEM,NS,343718.9105349779,584132.8837408326,41.927036,-87.80624
In Service,11798,CHICAGO,NB,Harlem & Schubert,SCHUBERT,90,,HARLEM,NS,343712.2848973024,584333.6644749764,41.928844,-87.806305
In Service,11800,CHICAGO,NB,Harlem & George,GEORGE,90,,HARLEM,NS,343696.5251466923,584738.654013635,41.932491,-87.806465
In Service,11801,CHICAGO,NB,Harlem & Wellington,WELLINGTON,90,,HARLEM,NS,343690.1321039927,584942.2132226557,41.934324,-87.806527
In Service,11802,CHICAGO,NB,Harlem & Barry,BARRY,90,,HARLEM,NS,343681.9953735148,585159.6460312742,41.936282,-87.806609
In Service,11803,CHICAGO,NB,Harlem & Belmont,BELMONT,90,,HARLEM,NS,343677.64023041737,585328.562808838,41.937803,-87.806649
In Service,11804,CHICAGO,NB,Harlem & School,SCHOOL,90,,HARLEM,NS,343669.6102131878,585542.219891874,41.939727,-87.80673
In Service,11805,CHICAGO,NB,Harlem & Roscoe,ROSCOE,90,,HARLEM,NS,343663.1741664829,585739.4478777213,41.941503,-87.806793
In Service,11806,CHICAGO,NB,Harlem & Cornelia,CORNELIA,90,,HARLEM,NS,343656.34937446425,585946.0037633734,41.943363,-87.80686
In Service,11807,CHICAGO,NB,Harlem & Addison,ADDISON,90,,HARLEM,NS,343651.1726473691,586140.7959803807,41.945117,-87.806908
In Service,11808,CHICAGO,NB,Harlem & Waveland,WAVELAND,90,,HARLEM,NS,343643.0861737844,586350.3432538201,41.947004,-87.80699
In Service,11809,CHICAGO,NB,Harlem & Grace,GRACE,90,,HARLEM,NS,343636.544361449,586551.4584441113,41.948815,-87.807054
In Service,11810,CHICAGO,NB,Harlem & Byron,BYRON,90,,HARLEM,NS,343629.91170938546,586753.9060326577,41.950638,-87.807119
In Service,11812,NORRIDGE,NB,4100 N. Harlem,4100 N. Shopping Cntr Dwy,90,,HARLEM,NS,343618.82022858213,587237.0110724297,41.954988,-87.807217
In Service,11813,NORRIDGE,NB,Harlem & Cullom,CULLOM,90,,HARLEM,NS,343626.14985932986,587582.6083986136,41.958099,-87.807103
In Service,11814,NORRIDGE,NB,Harlem & Pensacola,PENSACOLA,90,,HARLEM,NS,343625.55137933017,587693.568046373,41.959098,-87.807102
In Service,11815,NORRIDGE,NB,Harlem & Montrose,MONTROSE,90,,HARLEM,NS,343624.31953526894,587894.1608923657,41.960904,-87.807102
In Service,11816,NORRIDGE,NB,Harlem & Sunnyside,SUNNYSIDE,90,,HARLEM,NS,343620.99543157814,588097.9621122805,41.962739,-87.807127
In Service,11817,NORRIDGE,NB,Harlem & Wilson,WILSON,90,,HARLEM,NT,343630.71457600524,588189.2139588532,41.96356,-87.807003
In Service,11818,HARWOOD HEIGHTS,NB,Harlem & Leland,LELAND,90,,HARLEM,NT,343622.1652109093,588393.4274754886,41.965399,-87.807091
In Service,11819,HARWOOD HEIGHTS,NB,Harlem & Lawrence,LAWRENCE,90,,HARLEM,NT,343628.2317431302,588593.3989246968,41.967199,-87.807003
In Service,11820,CHICAGO,NB,Harlem & Ainslie,AINSLIE,90,,HARLEM,NT,343630.85227620916,588801.0134224249,41.969068,-87.806956
In Service,11821,CHICAGO,NB,Harlem & Argyle,ARGYLE (south leg),90,,HARLEM,NT,343631.2714445086,589002.6164349335,41.970883,-87.806936
In Service,11822,CHICAGO,NB,Harlem & Argyle,ARGYLE (north leg),90,,HARLEM,NS,343630.06953226955,589103.7980540171,41.971794,-87.806943
In Service,11823,CHICAGO,NB,Harlem & Foster,FOSTER (south leg),90,,HARLEM,FS,343627.4480985781,589436.0063306941,41.974785,-87.80695
In Service,11824,CHICAGO,NB,Harlem & Farragut,FARRAGUT,90,,HARLEM,NS,343626.13379573287,589595.9458635002,41.976225,-87.806954
In Service,11825,CHICAGO,NB,Harlem & Summerdale,SUMMERDALE (north leg),90,,HARLEM,NS,343630.11781518545,589770.3577158522,41.977795,-87.806893
In Service,11826,CHICAGO,NB,Harlem & Balmoral,BALMORAL (north leg),90,,HARLEM,NS,343629.516605449,589908.6421294465,41.97904,-87.80689
In Service,11827,CHICAGO,NWB,Higgins & Harlem,HARLEM,90,,HIGGINS,FS,343584.7174033649,590158.8406430972,41.981295,-87.807412
In Service,11828,CHICAGO,NB,Touhy & Overhill Terminal,OVERHILL,90N,,TOUHY,TERM,342652.9357289157,593467.1011349111,42.01113,-87.818415
In Service,11829,CHICAGO,EB,Touhy & Oriole,ORIOLE,90N,,TOUHY,NS,342808.40024444554,593498.1393441446,42.011401,-87.816536
In Service,11830,CHICAGO,EB,Touhy & Olcott,OLCOTT,90N,,TOUHY,NS,343042.12548984104,593504.9968697535,42.01145,-87.813714
In Service,11831,CHICAGO,EB,Touhy & Oketo,OKETO,90N,,TOUHY,NT,343236.890575523,593516.1785316331,42.01154,-87.811362
In Service,11833,CHICAGO,EB,Touhy & Harlem,HARLEM,90N,,TOUHY,NS,343616.5665077706,593524.279652183,42.011592,-87.806778
In Service,11834,CHICAGO,SB,Harlem & Fitch,FITCH,90N,,HARLEM,NS,343621.0988688738,593447.3322615462,42.010899,-87.806729
In Service,11835,CHICAGO,SB,Harlem & Lunt,LUNT,90N,,HARLEM,NS,343614.9267053069,593144.391703958,42.008172,-87.806826
In Service,11836,CHICAGO,SB,Harlem & Ibsen,IBSEN,90N,,HARLEM,NS,343614.72813596204,592947.6760424447,42.006401,-87.806843
In Service,11837,CHICAGO,SB,Harlem & Pratt,PRATT,90N,,HARLEM,NS,343614.60047792364,592739.4090478792,42.004526,-87.80686
In Service,11838,CHICAGO,SB,Harlem & North Shore,NORTH SHORE,90N,,HARLEM,NS,343617.9446934244,592532.3852984906,42.002662,-87.806835
In Service,11839,CHICAGO,SB,Harlem & Albion,ALBION,90N,,HARLEM,NS,343617.4137769694,592335.7788585913,42.000892,-87.806856
In Service,11840,CHICAGO,SB,Harlem & Onarga,ONARGA,90N,,HARLEM,NS,343617.3120214636,592096.3000978486,41.998736,-87.806875
In Service,11841,CHICAGO,SB,Harlem & Devon,DEVON,90N,,HARLEM,NS,343616.8866477553,592003.7718638788,41.997903,-87.806887
In Service,11843,CHICAGO,NB,Harlem & Palatine,PALATINE,90N,,HARLEM,NS,343630.4227137088,591715.8372542692,41.99531,-87.806745
In Service,11846,CHICAGO,NB,Harlem & Schreiber,SCHREIBER,90N,,HARLEM,NS,343629.43808206136,592078.0472576964,41.998571,-87.80673
In Service,11848,CHICAGO,NB,Harlem & Albion,ALBION,90N,,HARLEM,NT,343632.9027375143,592322.9893873365,42.000776,-87.80667
In Service,11849,NILES,NB,Harlem & North Shore,NORTH SHORE,90N,,HARLEM,NT,343631.6210511797,592531.3586579924,42.002652,-87.80667
In Service,11850,NILES,NB,Harlem & Pratt,PRATT,90N,,HARLEM,NT,343632.1213872926,592732.8522904135,42.004466,-87.806649
In Service,11851,NILES,NB,Harlem & Ibsen,IBSEN,90N,,HARLEM,NT,343634.1298005914,592931.5783823053,42.006255,-87.80661
In Service,11852,NILES,NB,Harlem & Lunt,LUNT,90N,,HARLEM,NT,343634.327841232,593128.2940434497,42.008026,-87.806593
In Service,11853,NILES,NB,Harlem & Fitch,FITCH,90N,,HARLEM,NT,343634.6288464087,593429.4212851137,42.010737,-87.806567
In Service,11854,CHICAGO,WB,Touhy & Harlem,HARLEM,90N,,TOUHY,FS,343623.22223745513,593546.5356814567,42.011792,-87.806696
In Service,11855,CHICAGO,WB,Touhy & Octavia,OCTAVIA,90N,,TOUHY,NS,343434.41364539706,593536.8238523166,42.011715,-87.808976
In Service,11856,CHICAGO,WB,Touhy & Oketo,OKETO,90N,,TOUHY,NS,343232.66693243035,593529.5928970163,42.011661,-87.811412
In Service,11857,CHICAGO,WB,Touhy & Olcott,OLCOTT,90N,,TOUHY,NS,343034.0009217586,593519.7205747309,42.011583,-87.813811
In Service,11858,CHICAGO,WB,Touhy & Oriole,ORIOLE,90N,,TOUHY,NS,342833.38362571964,593517.3951563407,42.011573,-87.816233
In Service,11859,SKOKIE,NB,Howard & McCormick Terminal,McCORMICK,11,,HOWARD,TERM,351542.8194242022,594394.548959395,42.018948,-87.711018
In Service,11865,CHICAGO,SB,California & Birchwood,BIRCHWOOD,93,,CALIFORNIA,NS,352482.5081021175,594250.1556410656,42.017586,-87.699686
In Service,11866,CHICAGO,SB,California & Jarvis,JARVIS,93,,CALIFORNIA,NS,352481.27040124167,594048.0962574199,42.015767,-87.699719
In Service,11867,CHICAGO,SB,California & Chase,CHASE,93,,CALIFORNIA,NS,352480.0283808619,593846.5922960603,42.013953,-87.699752
In Service,11869,CHICAGO,SB,California & Touhy,TOUHY,93,,CALIFORNIA,NS,352476.94655353803,593647.4074130737,42.01216,-87.699807
In Service,11870,CHICAGO,SB,California & Estes,ESTES,"93,96",,CALIFORNIA,NS,352477.9496748572,593444.6983460317,42.010335,-87.699813
In Service,11871,CHICAGO,SB,California & Lunt,LUNT,93,,CALIFORNIA,NS,352475.20444887615,593244.738543514,42.008535,-87.699864
In Service,11872,CHICAGO,SB,California & Morse,MORSE,93,,CALIFORNIA,NS,352476.27699178725,593043.8073586873,42.006726,-87.699869
In Service,11873,CHICAGO,SB,California & Pratt,PRATT,93,,CALIFORNIA,NS,352475.6048281212,592843.5297930213,42.004923,-87.699895
In Service,11874,CHICAGO,SB,California & North Shore,NORTH SHORE,93,,CALIFORNIA,NS,352480.91131440696,592641.408209602,42.003103,-87.699849
In Service,11875,CHICAGO,SB,California & Albion,ALBION,93,,CALIFORNIA,NS,352486.4673292424,592439.1774591497,42.001282,-87.6998
In Service,11876,CHICAGO,SB,California & Arthur,ARTHUR,93,,CALIFORNIA,NS,352491.9398505076,592237.0572323884,41.999462,-87.699752
In Service,11877,CHICAGO,SB,California & Devon,DEVON,93,,CALIFORNIA,NS,352495.4208027574,592035.3666417936,41.997646,-87.699728
In Service,11878,CHICAGO,SB,California & Rosemont,ROSEMONT,93,,CALIFORNIA,NS,352503.86569585965,591834.7125422115,41.995839,-87.699644
In Service,11879,CHICAGO,SB,California & Granville,GRANVILLE,93,,CALIFORNIA,NS,352509.0675078036,591669.2459807859,41.994349,-87.699596
In Service,11880,CHICAGO,SB,California & Glenlake,GLENLAKE,93,,CALIFORNIA,NS,352516.67091586825,591436.8177023061,41.992256,-87.699525
In Service,11882,CHICAGO,SB,California & Thorndale,THORNDALE,93,,CALIFORNIA,NS,352529.58045328275,591036.1469584054,41.988648,-87.699405
In Service,11883,CHICAGO,SB,California & Ardmore,ARDMORE,93,,CALIFORNIA,NS,352536.0470754537,590834.2566908613,41.98683,-87.699345
In Service,11884,CHICAGO,SB,California & Lincoln,LINCOLN,93,,CALIFORNIA,NS,352537.73905254225,590717.6383079827,41.98578,-87.699335
In Service,11885,CHICAGO,SB,California & Hollywood,HOLLYWOOD,93,,CALIFORNIA,NS,352542.6025518277,590631.5896065551,41.985005,-87.699284
In Service,11886,CHICAGO,SB,California & Bryn Mawr,BRYN MAWR,93,,CALIFORNIA,NS,352549.05976868665,590431.0323229668,41.983199,-87.699224
In Service,11887,CHICAGO,SB,California & Catalpa,CATALPA,93,,CALIFORNIA,NS,352555.36626958783,590228.474602024,41.981375,-87.699166
In Service,11888,CHICAGO,SB,California & Balmoral,BALMORAL,93,,CALIFORNIA,NS,352561.67052418215,590026.2501601763,41.979554,-87.699108
In Service,11889,CHICAGO,SB,California & Berwyn,BERWYN,93,,CALIFORNIA,NS,352567.97335447255,589824.2479263064,41.977735,-87.69905
In Service,11890,CHICAGO,SB,California & Foster,FOSTER,93,,CALIFORNIA,NS,352572.3421909867,589626.0080492882,41.97595,-87.699015
In Service,11891,CHICAGO,EB,Lawrence & Christiana,CHRISTIANA,93,,LAWRENCE,NT,351477.72430262185,588774.1388474775,41.968353,-87.712296
In Service,11892,CHICAGO,NB,Kedzie & Lawrence,LAWRENCE,"82,93",,KEDZIE,FS,351800.4016880451,588823.9148236704,41.96878,-87.708399
In Service,11893,CHICAGO,NB,Kedzie & Ainslie,AINSLIE,"82,93",,KEDZIE,NS,351798.84246258135,588980.8545941685,41.970193,-87.708404
In Service,11894,CHICAGO,NB,Kedzie & Argyle,ARGYLE,"82,93",,KEDZIE,NS,351790.26566698856,589179.3969337465,41.971981,-87.70849
In Service,11895,CHICAGO,NB,Kedzie & Carmen,CARMEN,"82,93",,KEDZIE,NS,351784.39034362964,589382.6242583173,41.973811,-87.708543
In Service,11896,CHICAGO,NB,Kedzie & Foster,FOSTER,93,,KEDZIE,NS,351778.9514935459,589582.8557615677,41.975614,-87.708591
Temp out,11897,CHICAGO,NB,California & Foster,FOSTER,93,,CALIFORNIA,FS,352586.61798102444,589634.5556141656,41.976026,-87.698842
In Service,11898,CHICAGO,NB,California & Berwyn,BERWYN,93,,CALIFORNIA,NS,352580.2101140346,589805.8997804426,41.977569,-87.698904
In Service,11899,CHICAGO,NB,California & Balmoral,BALMORAL,93,,CALIFORNIA,NS,352573.9069317132,590007.9020009614,41.979388,-87.698962
In Service,11900,CHICAGO,NB,California & Catalpa,CATALPA,93,,CALIFORNIA,NS,352567.5194510973,590210.1258157337,41.981209,-87.699021
In Service,11901,CHICAGO,NB,California & Bryn Mawr,BRYN MAWR,93,,CALIFORNIA,NS,352561.2125995699,590412.683523363,41.983033,-87.699079
In Service,11902,CHICAGO,NB,California & Lincoln,LINCOLN,93,,CALIFORNIA,NS,352554.0329037111,590665.9970381008,41.985314,-87.699143
In Service,11903,CHICAGO,NB,California & Ardmore,ARDMORE,93,,CALIFORNIA,NS,352548.28207365086,590815.9084775312,41.986664,-87.699199
In Service,11904,CHICAGO,NB,California & Thorndale,THORNDALE,93,,CALIFORNIA,NS,352541.7322349662,591017.7981179402,41.988482,-87.69926
In Service,11905,CHICAGO,NB,California & Peterson,PETERSON,93,,CALIFORNIA,NS,352536.1777948569,591219.5841152124,41.990299,-87.699309
In Service,11906,CHICAGO,NB,California & Glenlake,GLENLAKE,93,,CALIFORNIA,NS,352528.821180497,591418.57990584,41.992091,-87.69938
In Service,11907,CHICAGO,NB,California & Granville,GRANVILLE,93,,CALIFORNIA,NS,352522.4607749381,591617.3609801439,41.993881,-87.699439
In Service,11908,CHICAGO,NB,California & Rosemont,ROSEMONT,93,,CALIFORNIA,NS,352516.01527057035,591816.4747189435,41.995674,-87.699499
In Service,11909,CHICAGO,NB,California & Devon,DEVON,93,,CALIFORNIA,NS,352509.6495577625,592016.0334203589,41.997471,-87.699558
In Service,11910,CHICAGO,NB,California & Arthur,ARTHUR,93,,CALIFORNIA,NS,352504.088730187,592218.8193837431,41.999297,-87.699607
In Service,11911,CHICAGO,NB,California & Albion,ALBION,93,,CALIFORNIA,NS,352498.615861095,592420.9395986291,42.001117,-87.699655
In Service,11912,CHICAGO,NB,California & North Shore,NORTH SHORE,93,,CALIFORNIA,NS,352493.1431654347,592623.0598788817,42.002937,-87.699703
In Service,11913,CHICAGO,NB,California & Pratt,PRATT,93,,CALIFORNIA,NS,352487.8355073695,592825.2925219523,42.004758,-87.699749
In Service,11914,CHICAGO,NB,California & Morse,MORSE,93,,CALIFORNIA,NS,352488.5073398464,593025.5700861749,42.006561,-87.699723
